ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2
Wvlgth nm,Etr W*m-2*nm-1,Global tilt  W*m-2*nm-1,Direct+circumsolar W*m-2*nm-1
1623.0,2.4166E-01,2.4246E-01,2.3559E-01
1624.0,2.4240E-01,2.4269E-01,2.3582E-01
1625.0,2.3746E-01,2.3782E-01,2.3109E-01
1626.0,2.3958E-01,2.3971E-01,2.3294E-01
1627.0,2.4037E-01,2.4078E-01,2.3398E-01
1628.0,2.4149E-01,2.4126E-01,2.3446E-01
1629.0,2.4111E-01,2.4137E-01,2.3456E-01
1630.0,2.3655E-01,2.3651E-01,2.2984E-01
1631.0,2.3932E-01,2.3806E-01,2.3136E-01
1632.0,2.3884E-01,2.3821E-01,2.3151E-01
1633.0,2.3585E-01,2.3267E-01,2.2614E-01
1634.0,2.3276E-01,2.3282E-01,2.2628E-01
1635.0,2.3735E-01,2.3367E-01,2.2712E-01
1636.0,2.3676E-01,2.3539E-01,2.2879E-01
1637.0,2.2747E-01,2.2700E-01,2.2064E-01
1638.0,2.2708E-01,2.2007E-01,2.1393E-01
1639.0,2.2205E-01,2.2026E-01,2.1410E-01
1640.0,2.2571E-01,2.1511E-01,2.0913E-01
1641.0,2.2393E-01,2.1960E-01,2.1348E-01
1642.0,2.2402E-01,2.2082E-01,2.1467E-01
1643.0,2.2879E-01,2.1535E-01,2.0939E-01
1644.0,2.2572E-01,2.2355E-01,2.1733E-01
1645.0,2.2512E-01,2.1822E-01,2.1216E-01
1646.0,2.2899E-01,2.1749E-01,2.1147E-01
1647.0,2.2910E-01,2.2768E-01,2.2135E-01
1648.0,2.2898E-01,2.1655E-01,2.1057E-01
1649.0,2.2354E-01,2.1867E-01,2.1261E-01
1650.0,2.2840E-01,2.2526E-01,2.1902E-01
1651.0,2.2369E-01,2.0855E-01,2.0281E-01
1652.0,2.2802E-01,2.2373E-01,2.1754E-01
1653.0,2.2533E-01,2.2277E-01,2.1661E-01
1654.0,2.2654E-01,2.1583E-01,2.0991E-01
1655.0,2.2390E-01,2.2231E-01,2.1619E-01
1656.0,2.2607E-01,2.2101E-01,2.1494E-01
1657.0,2.2564E-01,2.2223E-01,2.1613E-01
1658.0,2.2532E-01,2.2487E-01,2.1870E-01
1659.0,2.2221E-01,2.2120E-01,2.1514E-01
1660.0,2.2412E-01,2.2332E-01,2.1721E-01
1661.0,2.2543E-01,2.2384E-01,2.1774E-01
1662.0,2.2421E-01,2.1908E-01,2.1313E-01
1663.0,2.2265E-01,2.2235E-01,2.1630E-01
1664.0,2.2252E-01,2.2098E-01,2.1498E-01
1665.0,2.2137E-01,2.1178E-01,2.0607E-01
1666.0,2.1853E-01,1.7884E-01,1.7411E-01
1667.0,2.2016E-01,2.1068E-01,2.0502E-01
1668.0,2.1617E-01,2.1459E-01,2.0881E-01
1669.0,2.1809E-01,2.1516E-01,2.0939E-01
1670.0,2.2208E-01,2.2168E-01,2.1573E-01
1671.0,2.2096E-01,2.1879E-01,2.1294E-01
1672.0,2.1210E-01,2.1147E-01,2.0582E-01
1673.0,2.1606E-01,2.1629E-01,2.1052E-01
1674.0,2.1907E-01,2.1575E-01,2.1002E-01
1675.0,2.1621E-01,2.1360E-01,2.0793E-01
1676.0,2.1319E-01,2.1145E-01,2.0584E-01
1677.0,2.1548E-01,2.1229E-01,2.0668E-01
1678.0,2.1585E-01,2.0915E-01,2.0365E-01
1679.0,2.1295E-01,2.1303E-01,2.0741E-01
1680.0,2.0641E-01,2.0558E-01,2.0017E-01
1681.0,1.9848E-01,1.9447E-01,1.8936E-01
1682.0,2.0341E-01,2.0366E-01,1.9830E-01
1683.0,2.0893E-01,2.0906E-01,2.0357E-01
1684.0,2.1198E-01,1.9797E-01,1.9283E-01
1685.0,2.1306E-01,2.1321E-01,2.0763E-01
1686.0,2.1026E-01,2.1026E-01,2.0476E-01
1687.0,2.1123E-01,2.0484E-01,1.9951E-01
1688.0,2.1081E-01,2.1013E-01,2.0465E-01
1689.0,2.0805E-01,2.0718E-01,2.0178E-01
1690.0,2.0845E-01,2.0523E-01,1.9991E-01
1691.0,2.1203E-01,1.9303E-01,1.8808E-01
1692.0,2.1211E-01,2.0708E-01,2.0174E-01
1693.0,2.1122E-01,2.1134E-01,2.0587E-01
1694.0,2.1068E-01,2.0477E-01,1.9950E-01
1695.0,2.1055E-01,2.0968E-01,2.0427E-01
1696.0,2.0962E-01,2.0922E-01,2.0383E-01
1697.0,2.0850E-01,1.8107E-01,1.7649E-01
1698.0,2.0879E-01,2.0739E-01,2.0207E-01
1699.0,2.0804E-01,2.0551E-01,2.0024E-01
1700.0,2.0539E-01,1.9975E-01,1.9464E-01
1702.0,2.0520E-01,2.0396E-01,1.9874E-01
1705.0,2.0428E-01,1.9778E-01,1.9275E-01
1710.0,1.9894E-01,1.8790E-01,1.8316E-01
1715.0,2.0189E-01,1.8965E-01,1.8490E-01
1720.0,1.9799E-01,1.8698E-01,1.8231E-01
1725.0,1.9688E-01,1.7808E-01,1.7367E-01
1730.0,1.9309E-01,1.7407E-01,1.6979E-01
1735.0,1.8200E-01,1.6154E-01,1.5758E-01
1740.0,1.9001E-01,1.6818E-01,1.6405E-01
1745.0,1.8624E-01,1.5481E-01,1.5105E-01
1750.0,1.8518E-01,1.6566E-01,1.6162E-01
1755.0,1.8509E-01,1.5301E-01,1.4931E-01
1760.0,1.8243E-01,1.5998E-01,1.5608E-01
1765.0,1.8143E-01,1.3284E-01,1.2967E-01
1770.0,1.7969E-01,1.4172E-01,1.3831E-01
1775.0,1.7600E-01,1.1484E-01,1.1213E-01
1780.0,1.7553E-01,1.0050E-01,9.8143E-02
1785.0,1.7411E-01,7.6981E-02,7.5201E-02
1790.0,1.7371E-01,8.8904E-02,8.6831E-02
1795.0,1.7102E-01,4.6931E-02,4.5864E-02
1800.0,1.6800E-01,3.1828E-02,3.1112E-02
1805.0,1.6884E-01,1.4815E-02,1.4485E-02
1810.0,1.6859E-01,9.6911E-03,9.4762E-03
1815.0,1.5500E-01,3.2816E-03,3.2093E-03
1820.0,1.6000E-01,9.8755E-04,9.6578E-04
1825.0,1.6257E-01,1.2744E-03,1.2463E-03
1830.0,1.5921E-01,5.2041E-06,5.0896E-06
1835.0,1.5760E-01,6.4190E-06,6.2784E-06
1840.0,1.5552E-01,6.2703E-08,6.1337E-08
1845.0,1.5288E-01,6.2658E-06,6.1298E-06
1850.0,1.5337E-01,2.9993E-06,2.9348E-06
1855.0,1.5126E-01,2.8396E-07,2.7795E-07
1860.0,1.4933E-01,1.1151E-05,1.0920E-05
1865.0,1.4710E-01,1.6982E-05,1.6644E-05
1870.0,1.4565E-01,2.6662E-10,2.6148E-10
1875.0,1.3231E-01,4.5130E-10,4.4296E-10
1880.0,1.4667E-01,7.7505E-05,7.6123E-05
1885.0,1.4573E-01,4.3890E-05,4.3129E-05
1890.0,1.4041E-01,2.2333E-04,2.1956E-04
1895.0,1.3842E-01,1.2947E-04,1.2743E-04
1900.0,1.4041E-01,8.6221E-07,8.4916E-07
1905.0,1.3904E-01,5.6667E-07,5.5798E-07
1910.0,1.3654E-01,2.3045E-05,2.2726E-05
1915.0,1.3611E-01,1.9947E-05,1.9673E-05
1920.0,1.3463E-01,4.5069E-04,4.4451E-04
1925.0,1.3447E-01,9.3615E-04,9.2326E-04
1930.0,1.3145E-01,5.5242E-04,5.4474E-04
1935.0,1.3243E-01,3.5935E-03,3.5428E-03
1940.0,1.2950E-01,3.2821E-03,3.2357E-03
1945.0,1.1950E-01,1.0863E-02,1.0707E-02
1950.0,1.2627E-01,1.6727E-02,1.6482E-02
1955.0,1.2833E-01,1.0036E-02,9.8860E-03
1960.0,1.2610E-01,2.1906E-02,2.1569E-02
1965.0,1.2291E-01,2.8563E-02,2.8114E-02
1970.0,1.2375E-01,4.8847E-02,4.8055E-02
1975.0,1.2150E-01,6.7857E-02,6.6730E-02
1980.0,1.1968E-01,7.5512E-02,7.4234E-02
1985.0,1.1902E-01,8.3063E-02,8.1625E-02
1990.0,1.1977E-01,8.5613E-02,8.4124E-02
1995.0,1.1684E-01,8.1190E-02,7.9787E-02
2000.0,1.1673E-01,3.8156E-02,3.7491E-02
2005.0,1.1501E-01,1.5001E-02,1.4747E-02
2010.0,1.1512E-01,3.9748E-02,3.9071E-02
2015.0,1.1399E-01,2.6648E-02,2.6208E-02
2020.0,1.1192E-01,4.4981E-02,4.4239E-02
2025.0,1.1176E-01,7.4010E-02,7.2779E-02
2030.0,1.0969E-01,8.4856E-02,8.3460E-02
2035.0,1.0915E-01,9.6386E-02,9.4808E-02
2040.0,1.0720E-01,8.9781E-02,8.8344E-02
2045.0,1.0756E-01,9.1074E-02,8.9636E-02
2050.0,1.0592E-01,6.7927E-02,6.6892E-02
2055.0,1.0471E-01,5.4906E-02,5.4090E-02
2060.0,1.0320E-01,6.9193E-02,6.8157E-02
2065.0,1.0182E-01,6.1875E-02,6.0962E-02
2070.0,1.0095E-01,6.5676E-02,6.4715E-02
2075.0,1.0095E-01,7.7443E-02,7.6305E-02
2080.0,9.9330E-02,8.6812E-02,8.5528E-02
2085.0,9.8300E-02,8.5102E-02,8.3847E-02
2090.0,9.7540E-02,8.9100E-02,8.7779E-02
2095.0,9.5990E-02,8.9747E-02,8.8421E-02
2100.0,9.6240E-02,8.6133E-02,8.4869E-02
2105.0,9.5750E-02,9.3153E-02,9.1771E-02
2110.0,9.4630E-02,8.9654E-02,8.8320E-02
2115.0,9.3850E-02,9.1673E-02,9.0308E-02
2120.0,9.3140E-02,8.7588E-02,8.6281E-02
2125.0,9.2180E-02,8.8632E-02,8.7303E-02
2130.0,9.2380E-02,8.9774E-02,8.8422E-02
2135.0,9.1120E-02,9.0044E-02,8.8679E-02
2140.0,9.1050E-02,9.0767E-02,8.9390E-02
2145.0,8.9940E-02,8.9486E-02,8.8132E-02
2150.0,8.9710E-02,8.4639E-02,8.3369E-02
2155.0,8.8880E-02,8.4840E-02,8.3566E-02
2160.0,8.7890E-02,8.4170E-02,8.2912E-02
2165.0,8.2000E-02,7.6310E-02,7.5175E-02
2170.0,8.5370E-02,8.1996E-02,8.0776E-02
2175.0,8.5760E-02,8.0448E-02,7.9257E-02
2180.0,8.4640E-02,8.1808E-02,8.0597E-02
2185.0,8.4680E-02,7.4550E-02,7.3458E-02
2190.0,8.3140E-02,7.9068E-02,7.7905E-02
2195.0,8.3470E-02,7.8992E-02,7.7833E-02
2200.0,8.2790E-02,7.1202E-02,7.0175E-02
2205.0,8.0900E-02,7.4010E-02,7.2947E-02
2210.0,8.0810E-02,7.9315E-02,7.8174E-02
2215.0,8.0410E-02,7.6273E-02,7.5189E-02
2220.0,7.9990E-02,7.7730E-02,7.6631E-02
2225.0,7.8840E-02,7.5453E-02,7.4400E-02
2230.0,7.8400E-02,7.5773E-02,7.4727E-02
2235.0,7.7930E-02,7.4299E-02,7.3290E-02
2240.0,7.6510E-02,7.3118E-02,7.2140E-02
2245.0,7.6250E-02,7.0838E-02,6.9911E-02
2250.0,7.5370E-02,7.1937E-02,7.1034E-02
2255.0,7.4340E-02,6.7690E-02,6.6865E-02
2260.0,7.4090E-02,6.6929E-02,6.6143E-02
2265.0,7.3280E-02,6.8137E-02,6.7355E-02
2270.0,7.3100E-02,6.4867E-02,6.4138E-02
2275.0,7.2630E-02,6.4021E-02,6.3309E-02
2280.0,7.1390E-02,6.6288E-02,6.5551E-02
2285.0,7.1380E-02,6.3080E-02,6.2389E-02
2290.0,7.1190E-02,6.3220E-02,6.2534E-02
2295.0,6.9300E-02,6.1265E-02,6.0603E-02
2300.0,6.9640E-02,5.8824E-02,5.8193E-02
2305.0,6.9400E-02,5.9171E-02,5.8544E-02
2310.0,6.8900E-02,6.3870E-02,6.3189E-02
2315.0,6.8150E-02,5.8141E-02,5.7528E-02
2320.0,6.7630E-02,5.2031E-02,5.1489E-02
2325.0,6.5560E-02,5.6215E-02,5.5626E-02
2330.0,6.6220E-02,5.6824E-02,5.6231E-02
2335.0,6.5720E-02,5.7967E-02,5.7362E-02
2340.0,6.5220E-02,4.5836E-02,4.5366E-02
2345.0,6.5100E-02,5.1400E-02,5.0869E-02
2350.0,6.4340E-02,4.1536E-02,4.1115E-02
2355.0,6.2600E-02,4.7473E-02,4.6988E-02
2360.0,6.3070E-02,5.0237E-02,4.9724E-02
2365.0,6.3010E-02,4.9409E-02,4.8909E-02
2370.0,6.2390E-02,3.0817E-02,3.0514E-02
2375.0,6.1410E-02,4.4147E-02,4.3704E-02
2380.0,6.1810E-02,4.2552E-02,4.2128E-02
2385.0,5.9130E-02,3.0826E-02,3.0525E-02
2390.0,6.0360E-02,3.7109E-02,3.6748E-02
2395.0,6.0070E-02,4.0594E-02,4.0199E-02
2400.0,5.9740E-02,4.4150E-02,4.3726E-02
2405.0,5.9440E-02,3.3599E-02,3.3286E-02
2410.0,5.9150E-02,3.3813E-02,3.3504E-02
2415.0,5.6980E-02,2.7300E-02,2.7058E-02
2420.0,5.7820E-02,2.6590E-02,2.6358E-02
2425.0,5.7330E-02,3.3078E-02,3.2802E-02
2430.0,5.7190E-02,4.5099E-02,4.4725E-02
2435.0,5.6470E-02,1.4878E-02,1.4765E-02
2440.0,5.6270E-02,4.3249E-02,4.2926E-02
2445.0,5.5560E-02,2.0798E-02,2.0657E-02
2450.0,5.4590E-02,1.3611E-02,1.3523E-02
2455.0,5.4160E-02,2.4853E-02,2.4695E-02
2460.0,5.4510E-02,3.3363E-02,3.3157E-02
2465.0,5.4300E-02,2.4148E-02,2.4009E-02
2470.0,5.3400E-02,1.6727E-02,1.6635E-02
2475.0,5.3370E-02,1.6455E-02,1.6368E-02
2480.0,5.2100E-02,8.0395E-03,7.9996E-03
2485.0,5.1770E-02,5.6102E-03,5.5840E-03
2490.0,5.2220E-02,3.5113E-03,3.4957E-03
2495.0,4.8890E-02,2.8772E-03,2.8647E-03
2500.0,5.1380E-02,7.0642E-03,7.0328E-03
2505.0,5.0820E-02,1.5191E-03,1.5124E-03
2510.0,4.9600E-02,2.2163E-03,2.2063E-03
2515.0,4.8760E-02,5.1880E-04,5.1644E-04
2520.0,4.8140E-02,3.7054E-04,3.6879E-04
2525.0,4.7650E-02,4.1393E-05,4.1194E-05
2530.0,4.7700E-02,6.3593E-07,6.3279E-07
2535.0,4.7120E-02,1.7502E-07,1.7415E-07
2540.0,4.6770E-02,3.7716E-07,3.7521E-07
2545.0,4.6610E-02,5.3758E-11,5.3469E-11
2550.0,4.6260E-02,2.8222E-13,2.8066E-13
2555.0,4.5930E-02,1.0435E-09,1.0377E-09
2560.0,4.5400E-02,3.1020E-11,3.0842E-11
2565.0,4.5160E-02,1.5955E-14,1.5846E-14
2570.0,4.4850E-02,1.5258E-18,1.5151E-18
2575.0,4.4480E-02,1.0786E-27,1.0708E-27
2580.0,4.4100E-02,3.8214E-22,3.7933E-22
2585.0,4.3270E-02,1.7194E-34,1.7064E-34
2590.0,4.3410E-02,5.4793E-31,5.4369E-31
2595.0,4.3040E-02,2.2838E-33,2.2666E-33
2600.0,4.2910E-02,4.4912E-28,4.4556E-28
2605.0,4.2800E-02,5.8053E-35,5.7592E-35
2610.0,4.2500E-02,5.9447E-34,5.8970E-34
2615.0,4.2280E-02,1.1196E-37,1.1106E-37
2620.0,4.1900E-02,5.6505E-29,5.6056E-29
2625.0,4.0580E-02,3.8687E-28,3.8378E-28
2630.0,4.1160E-02,2.8026E-45,2.8026E-45
2635.0,4.0960E-02,3.9027E-16,3.8719E-16
2640.0,4.0220E-02,1.1750E-16,1.1657E-16
2645.0,4.0180E-02,8.9988E-19,8.9292E-19
2650.0,3.9960E-02,1.4295E-19,1.4186E-19
2655.0,3.9590E-02,1.3133E-27,1.3036E-27
2660.0,3.9480E-02,2.6068E-25,2.5880E-25
2665.0,3.8950E-02,1.1123E-37,1.1045E-37
2670.0,3.9100E-02,0.0000E+00,0.0000E+00
2675.0,3.8610E-02,0.0000E+00,0.0000E+00
2680.0,3.8430E-02,0.0000E+00,0.0000E+00
2685.0,3.8160E-02,0.0000E+00,0.0000E+00
2690.0,3.7790E-02,1.0226E-29,1.0178E-29
2695.0,3.7460E-02,7.1284E-33,7.1014E-33
2700.0,3.7120E-02,0.0000E+00,0.0000E+00
2705.0,3.6930E-02,2.9315E-42,2.9273E-42
2710.0,3.6680E-02,1.1250E-35,1.1239E-35
2715.0,3.6560E-02,3.8557E-26,3.8549E-26
2720.0,3.6380E-02,5.6052E-45,5.6052E-45
2725.0,3.6130E-02,7.2935E-22,7.3094E-22
2730.0,3.6010E-02,6.0734E-19,6.0929E-19
2735.0,3.5740E-02,5.4888E-21,5.5121E-21
2740.0,3.5530E-02,2.3314E-27,2.3435E-27
2745.0,3.5380E-02,1.3146E-23,1.3224E-23
2750.0,3.5180E-02,1.6648E-28,1.6758E-28
2755.0,3.4860E-02,6.7262E-44,6.7262E-44
2760.0,3.4550E-02,0.0000E+00,0.0000E+00
2765.0,3.4400E-02,2.6777E-27,2.7001E-27
2770.0,3.4260E-02,8.3791E-24,8.4528E-24
2775.0,3.3930E-02,3.9990E-38,4.0360E-38
2780.0,3.3640E-02,4.8067E-34,4.8532E-34
2785.0,3.3420E-02,3.8866E-27,3.9255E-27
2790.0,3.3200E-02,1.2170E-16,1.2295E-16
2795.0,3.2930E-02,3.6205E-16,3.6591E-16
2800.0,3.2760E-02,1.6484E-12,1.6665E-12
2805.0,3.2530E-02,6.7478E-14,6.8228E-14
2810.0,3.2420E-02,4.0233E-10,4.0695E-10
2815.0,3.2260E-02,2.8685E-10,2.9018E-10
2820.0,3.2060E-02,2.0548E-11,2.0789E-11
2825.0,3.1840E-02,1.7605E-07,1.7814E-07
2830.0,3.1700E-02,3.9008E-06,3.9475E-06
2835.0,3.1450E-02,2.1276E-10,2.1533E-10
2840.0,3.1180E-02,1.9609E-07,1.9849E-07
2845.0,3.0950E-02,4.0575E-05,4.1074E-05
2850.0,3.0680E-02,1.1566E-06,1.1708E-06
2855.0,3.0430E-02,4.4867E-07,4.5425E-07
2860.0,3.0160E-02,2.5356E-05,2.5672E-05
2865.0,2.9960E-02,1.6763E-04,1.6974E-04
2870.0,2.9600E-02,6.3129E-06,6.3922E-06
2875.0,2.9400E-02,3.9170E-04,3.9663E-04
2880.0,2.9400E-02,2.4724E-04,2.5037E-04
2885.0,2.9220E-02,4.5332E-04,4.5906E-04
2890.0,2.9070E-02,1.8623E-04,1.8860E-04
2895.0,2.8960E-02,2.6643E-03,2.6982E-03
2900.0,2.8810E-02,8.1152E-04,8.2183E-04
2905.0,2.8670E-02,1.1096E-04,1.1237E-04
2910.0,2.8500E-02,2.7220E-03,2.7566E-03
2915.0,2.8220E-02,1.2581E-03,1.2742E-03
2920.0,2.8040E-02,2.8948E-03,2.9316E-03
2925.0,2.7780E-02,1.0835E-03,1.0973E-03
2930.0,2.7570E-02,5.8858E-03,5.9606E-03
2935.0,2.7330E-02,6.4903E-03,6.5725E-03
2940.0,2.7140E-02,1.6273E-03,1.6479E-03
2945.0,2.6840E-02,1.4489E-03,1.4673E-03
2950.0,2.6680E-02,5.2276E-03,5.2935E-03
2955.0,2.6560E-02,2.3361E-03,2.3655E-03
2960.0,2.6380E-02,4.5971E-03,4.6549E-03
2965.0,2.6260E-02,7.4379E-03,7.5313E-03
2970.0,2.6120E-02,3.5233E-04,3.5676E-04
2975.0,2.6010E-02,8.5429E-04,8.6499E-04
2980.0,2.5800E-02,1.3381E-03,1.3548E-03
2985.0,2.5690E-02,6.9628E-03,7.0495E-03
2990.0,2.5540E-02,1.0280E-02,1.0407E-02
2995.0,2.5400E-02,4.2755E-03,4.3286E-03
3000.0,2.5250E-02,7.8472E-03,7.9442E-03
3005.0,2.5120E-02,2.8906E-03,2.9261E-03
3010.0,2.4980E-02,6.8479E-03,6.9320E-03
3015.0,2.4860E-02,5.5551E-03,5.6232E-03
3020.0,2.4660E-02,6.3369E-04,6.4143E-04
3025.0,2.4540E-02,7.5031E-03,7.5948E-03
3030.0,2.4420E-02,6.0753E-03,6.1491E-03
3035.0,2.4210E-02,2.4986E-03,2.5290E-03
3040.0,2.3930E-02,2.0242E-03,2.0487E-03
3045.0,2.4020E-02,4.2090E-03,4.2599E-03
3050.0,2.3950E-02,1.0321E-03,1.0446E-03
3055.0,2.3860E-02,2.8947E-04,2.9295E-04
3060.0,2.3760E-02,6.3012E-03,6.3761E-03
3065.0,2.3540E-02,2.9113E-03,2.9458E-03
3070.0,2.3440E-02,1.7492E-03,1.7699E-03
3075.0,2.3350E-02,6.0221E-03,6.0928E-03
3080.0,2.3150E-02,3.6224E-03,3.6646E-03
3085.0,2.2950E-02,1.7671E-03,1.7876E-03
3090.0,2.2800E-02,2.3805E-03,2.4080E-03
3095.0,2.2630E-02,6.5510E-04,6.6266E-04
3100.0,2.2430E-02,4.4010E-03,4.4513E-03
3105.0,2.2280E-02,9.2155E-04,9.3203E-04
3110.0,2.2110E-02,8.4569E-04,8.5524E-04
3115.0,2.1770E-02,2.2677E-03,2.2932E-03
3120.0,2.1740E-02,9.8197E-03,9.9294E-03
3125.0,2.1580E-02,3.0289E-03,3.0625E-03
3130.0,2.1450E-02,5.7614E-03,5.8246E-03
3135.0,2.1360E-02,1.1446E-02,1.1571E-02
3140.0,2.1180E-02,3.3241E-03,3.3603E-03
3145.0,2.1070E-02,3.2517E-03,3.2869E-03
3150.0,2.0880E-02,6.6744E-03,6.7457E-03
3155.0,2.0830E-02,5.6366E-03,5.6965E-03
3160.0,2.0730E-02,9.2320E-03,9.3294E-03
3165.0,2.0660E-02,1.4017E-02,1.4163E-02
3170.0,2.0520E-02,1.2516E-02,1.2645E-02
3175.0,2.0470E-02,9.2302E-03,9.3252E-03
3180.0,2.0320E-02,1.0621E-02,1.0730E-02
3185.0,2.0240E-02,8.0823E-03,8.1644E-03
3190.0,2.0190E-02,4.2388E-03,4.2817E-03
3195.0,2.0080E-02,2.6927E-03,2.7197E-03
3200.0,1.9940E-02,4.3843E-04,4.4280E-04
3205.0,1.9860E-02,3.0973E-04,3.1280E-04
3210.0,1.9760E-02,1.3634E-04,1.3768E-04
3215.0,1.9620E-02,4.9752E-04,5.0237E-04
3220.0,1.9540E-02,1.6089E-03,1.6245E-03
3225.0,1.9420E-02,1.9875E-04,2.0066E-04
3230.0,1.9380E-02,3.4080E-04,3.4404E-04
3235.0,1.9260E-02,7.2940E-03,7.3625E-03
3240.0,1.9210E-02,3.7464E-03,3.7816E-03
3245.0,1.9100E-02,7.3409E-04,7.4096E-04
3250.0,1.9090E-02,2.6067E-03,2.6308E-03
3255.0,1.8900E-02,9.9378E-03,1.0029E-02
3260.0,1.8800E-02,1.2248E-03,1.2360E-03
3265.0,1.8700E-02,2.4465E-03,2.4686E-03
3270.0,1.8600E-02,1.2186E-03,1.2292E-03
3275.0,1.8480E-02,5.9265E-03,5.9758E-03
3280.0,1.8370E-02,2.8644E-03,2.8890E-03
3285.0,1.8320E-02,1.1128E-02,1.1223E-02
3290.0,1.8260E-02,8.7571E-03,8.8310E-03
3295.0,1.8030E-02,1.2234E-03,1.2337E-03
3300.0,1.7920E-02,1.7794E-03,1.7944E-03
3305.0,1.7860E-02,3.9416E-03,3.9746E-03
3310.0,1.7700E-02,3.9235E-03,3.9565E-03
3315.0,1.7600E-02,1.6133E-05,1.6269E-05
3320.0,1.7300E-02,5.9987E-05,6.0496E-05
3325.0,1.7280E-02,3.5187E-03,3.5486E-03
3330.0,1.7130E-02,4.6616E-03,4.7014E-03
3335.0,1.7030E-02,9.0694E-03,9.1470E-03
3340.0,1.6850E-02,3.4602E-03,3.4903E-03
3345.0,1.6780E-02,3.5408E-03,3.5722E-03
3350.0,1.6600E-02,8.0277E-03,8.0998E-03
3355.0,1.6500E-02,3.6308E-03,3.6642E-03
3360.0,1.6360E-02,5.2402E-03,5.2892E-03
3365.0,1.6290E-02,7.1907E-03,7.2591E-03
3370.0,1.6180E-02,3.9389E-03,3.9770E-03
3375.0,1.6110E-02,8.4560E-03,8.5388E-03
3380.0,1.6010E-02,5.1115E-03,5.1624E-03
3385.0,1.5980E-02,7.4896E-03,7.5650E-03
3390.0,1.5900E-02,9.8552E-03,9.9552E-03
3395.0,1.5800E-02,9.5465E-03,9.6446E-03
3400.0,1.5640E-02,1.2509E-02,1.2638E-02
3405.0,1.5650E-02,4.4594E-03,4.5061E-03
3410.0,1.5540E-02,7.0802E-03,7.1547E-03
3415.0,1.5470E-02,7.2774E-03,7.3543E-03
3420.0,1.5430E-02,1.3165E-02,1.3305E-02
3425.0,1.5320E-02,1.0006E-02,1.0112E-02
3430.0,1.5220E-02,8.6892E-03,8.7810E-03
3435.0,1.5150E-02,1.1553E-02,1.1673E-02
3440.0,1.5050E-02,8.0348E-03,8.1181E-03
3445.0,1.5020E-02,1.1318E-02,1.1434E-02
3450.0,1.4920E-02,1.1153E-02,1.1267E-02
3455.0,1.4880E-02,8.3089E-03,8.3938E-03
3460.0,1.4800E-02,1.2530E-02,1.2657E-02
3465.0,1.4760E-02,9.8179E-03,9.9163E-03
3470.0,1.4660E-02,1.2264E-02,1.2386E-02
3475.0,1.4560E-02,1.0943E-02,1.1051E-02
3480.0,1.4480E-02,1.1224E-02,1.1335E-02
3485.0,1.4450E-02,1.2094E-02,1.2212E-02
3490.0,1.4360E-02,1.0419E-02,1.0520E-02
3495.0,1.4320E-02,1.2265E-02,1.2383E-02
3500.0,1.4230E-02,1.1917E-02,1.2032E-02
3505.0,1.4150E-02,1.1809E-02,1.1923E-02
3510.0,1.4050E-02,1.1963E-02,1.2077E-02
3515.0,1.4020E-02,1.1494E-02,1.1598E-02
3520.0,1.3930E-02,1.2122E-02,1.2226E-02
3525.0,1.3890E-02,1.1428E-02,1.1523E-02
3530.0,1.3800E-02,1.1127E-02,1.1217E-02
3535.0,1.3760E-02,9.4556E-03,9.5305E-03
3540.0,1.3670E-02,9.0310E-03,9.1011E-03
3545.0,1.3660E-02,9.5432E-03,9.6154E-03
3550.0,1.3570E-02,1.0538E-02,1.0616E-02
3555.0,1.3450E-02,9.0581E-03,9.1245E-03
3560.0,1.3360E-02,1.0795E-02,1.0872E-02
3565.0,1.3360E-02,1.0851E-02,1.0928E-02
3570.0,1.3250E-02,8.3376E-03,8.3951E-03
3575.0,1.3180E-02,8.6444E-03,8.7028E-03
3580.0,1.3080E-02,1.0187E-02,1.0255E-02
3585.0,1.3050E-02,9.1671E-03,9.2282E-03
3590.0,1.2980E-02,9.4523E-03,9.5145E-03
3595.0,1.2940E-02,9.6700E-03,9.7329E-03
3600.0,1.2850E-02,1.0262E-02,1.0328E-02
3605.0,1.2830E-02,1.0359E-02,1.0425E-02
3610.0,1.2740E-02,9.4787E-03,9.5385E-03
3615.0,1.2720E-02,9.4726E-03,9.5318E-03
3620.0,1.2640E-02,1.1614E-02,1.1686E-02
3625.0,1.2610E-02,1.0239E-02,1.0302E-02
3630.0,1.2510E-02,9.9550E-03,1.0016E-02
3635.0,1.2490E-02,1.0299E-02,1.0362E-02
3640.0,1.2400E-02,1.1480E-02,1.1549E-02
3645.0,1.2360E-02,1.0599E-02,1.0663E-02
3650.0,1.2280E-02,1.0123E-02,1.0183E-02
3655.0,1.2220E-02,1.0978E-02,1.1042E-02
3660.0,1.2150E-02,1.0914E-02,1.0978E-02
3665.0,1.2150E-02,1.0253E-02,1.0313E-02
3670.0,1.2040E-02,7.9003E-03,7.9464E-03
3675.0,1.2030E-02,4.8286E-03,4.8569E-03
3680.0,1.1890E-02,8.3312E-03,8.3789E-03
3685.0,1.1830E-02,9.4380E-03,9.4906E-03
3690.0,1.1770E-02,9.6922E-03,9.7458E-03
3695.0,1.1720E-02,1.0132E-02,1.0188E-02
3700.0,1.1550E-02,1.0878E-02,1.0937E-02
